="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)"
="Pensions";="-0.078";="0.681**";="0.194";="0.208";="0.885**";="0.606"
="";="(0.180)";="(0.373)";="(0.262)";="(0.333)";="(0.465)";="(0.538)"
="Bandwidth";="8.99";="8.06";="7.14";="10.03";="8.13";="7.16"
="Mean (age < 0)";="0.08";="0.51";="0.17";="0.78";="1.68";="1.40"
="Mean (age > 0)";="0.07";="0.64";="0.31";="0.82";="1.71";="1.56"
="Observations";="9,357";="9,357";="9,357";="9,357";="9,357";="9,357"
="* p<0.10, ** p<0.05, *** p<0.01"
